Value,HRUCODE,HRUDESC,FRAC
2655,4003,Dev_Roof-All-All-3,0.208688988
2655,6420,Dev_Pervious-C-High-All,0.373933037
2656,3000,Dev_Residential-All-All-All,0.626066963
2656,6220,Dev_Pervious-A-High-All,0.373933037
2657,11221,Forest-A-High-1,1
2658,10221,Open_Space-A-High-1,1
2659,4001,Dev_Roof-All-All-1,0.626066963
2659,6220,Dev_Pervious-A-High-All,0.373933037
2660,3000,Dev_Residential-All-All-All,0.240099902
2660,6410,Dev_Pervious-C-Low-All,0.759900098
2661,11111,Forest-A+-Low-1,1
2662,2000,Dev_Industrial-All-All-All,0.539163866
2662,6110,Dev_Pervious-A+-Low-All,0.460836134
2663,5003,Dev_Road-All-All-3,0.858265839
2663,6110,Dev_Pervious-A+-Low-All,0.141734161
2664,1000,Dev_Commercial-All-All-All,1
2665,10111,Open_Space-A+-Low-1,1
2666,7300,Dev_Septics-B-All-All,0.00186926
2666,11211,Forest-A-Low-1,0.99813074
2667,7400,Dev_Septics-C-All-All,0.001725937
2667,9411,Pasture-C-Low-1,0.660320562
2667,10411,Open_Space-C-Low-1,0.163525888
2667,11412,Forest-C-Low-2,0.174427614
2668,4001,Dev_Roof-All-All-1,0.626066963
2668,6420,Dev_Pervious-C-High-All,0.373933037
2669,11411,Forest-C-Low-1,1
2670,7300,Dev_Septics-B-All-All,0.000924444
2670,10211,Open_Space-A-Low-1,0.999075556
2671,7300,Dev_Septics-B-All-All,0.000924444
2671,11221,Forest-A-High-1,0.999075556
2672,5003,Dev_Road-All-All-3,0.740783769
2672,6410,Dev_Pervious-C-Low-All,0.259216231
2673,10411,Open_Space-C-Low-1,1
2674,3000,Dev_Residential-All-All-All,0.433815946
2674,6420,Dev_Pervious-C-High-All,0.566184054
2675,10421,Open_Space-C-High-1,1
2676,7300,Dev_Septics-B-All-All,0.000924444
2676,10221,Open_Space-A-High-1,0.999075556
2677,11411,Forest-C-Low-1,1
2678,3000,Dev_Residential-All-All-All,0.577625644
2678,6410,Dev_Pervious-C-Low-All,0.422374356
2679,11411,Forest-C-Low-1,1
2680,10411,Open_Space-C-Low-1,1
2681,3000,Dev_Residential-All-All-All,0.176776695
2681,6410,Dev_Pervious-C-Low-All,0.823223305
2682,5001,Dev_Road-All-All-1,0.826108764
2682,6410,Dev_Pervious-C-Low-All,0.173891236
2683,4001,Dev_Roof-All-All-1,0.192541881
2683,4002,Dev_Roof-All-All-2,0.192541881
2683,4003,Dev_Roof-All-All-3,0.192541881
2683,6410,Dev_Pervious-C-Low-All,0.422374356
2684,10411,Open_Space-C-Low-1,1
2685,9421,Pasture-C-High-1,0.478717094
2685,10421,Open_Space-C-High-1,0.521282906
2686,4001,Dev_Roof-All-All-1,0.119298673
2686,4002,Dev_Roof-All-All-2,0.119298673
2686,4003,Dev_Roof-All-All-3,0.119298673
2686,6110,Dev_Pervious-A+-Low-All,0.64210398
2687,10211,Open_Space-A-Low-1,1
2688,7400,Dev_Septics-C-All-All,0.002317474
2688,10421,Open_Space-C-High-1,0.997682526
2689,7400,Dev_Septics-C-All-All,0.002317474
2689,10411,Open_Space-C-Low-1,0.997682526
2690,4001,Dev_Roof-All-All-1,0.577625644
2690,6410,Dev_Pervious-C-Low-All,0.422374356
2691,5001,Dev_Road-All-All-1,0.84835205
2691,6410,Dev_Pervious-C-Low-All,0.15164795
2692,4001,Dev_Roof-All-All-1,0.585580398
2692,6410,Dev_Pervious-C-Low-All,0.414419602
2693,11411,Forest-C-Low-1,1
2694,9421,Pasture-C-High-1,0.500219658
2694,10421,Open_Space-C-High-1,0.499780342
2695,5001,Dev_Road-All-All-1,0.813278186
2695,6420,Dev_Pervious-C-High-All,0.186721814
2696,4001,Dev_Roof-All-All-1,0.35789602
2696,6110,Dev_Pervious-A+-Low-All,0.64210398
2697,14000,Water-All-All-All,1
2698,9421,Pasture-C-High-1,0.500219658
2698,10421,Open_Space-C-High-1,0.499780342
2699,5004,Dev_Road-All-All-4,0.848906419
2699,6410,Dev_Pervious-C-Low-All,0.151093581
2700,7400,Dev_Septics-C-All-All,0.002317474
2700,9411,Pasture-C-Low-1,0.475462926
2700,10411,Open_Space-C-Low-1,0.5222196
2701,7400,Dev_Septics-C-All-All,0.001725937
2701,8412,Horticulture-C-Low-2,0.998274063
2702,7400,Dev_Septics-C-All-All,0.002317474
2702,9411,Pasture-C-Low-1,0.475462926
2702,10411,Open_Space-C-Low-1,0.5222196
2703,9421,Pasture-C-High-1,0.478717094
2703,10421,Open_Space-C-High-1,0.521282906
2704,1000,Dev_Commercial-All-All-All,0.758432474
2704,6210,Dev_Pervious-A-Low-All,0.241567526
2705,7300,Dev_Septics-B-All-All,0.000924444
2705,10211,Open_Space-A-Low-1,0.999075556
2706,5004,Dev_Road-All-All-4,0.84835205
2706,6410,Dev_Pervious-C-Low-All,0.15164795
2707,7400,Dev_Septics-C-All-All,0.000924444
2707,10411,Open_Space-C-Low-1,0.999075556
2708,7300,Dev_Septics-B-All-All,0.000924444
2708,10211,Open_Space-A-Low-1,0.999075556
2709,7400,Dev_Septics-C-All-All,0.000924444
2709,10411,Open_Space-C-Low-1,0.999075556
2710,3000,Dev_Residential-All-All-All,0.813278186
2710,6420,Dev_Pervious-C-High-All,0.186721814
2711,5002,Dev_Road-All-All-2,0.868314606
2711,6410,Dev_Pervious-C-Low-All,0.131685394
2712,7400,Dev_Septics-C-All-All,0.001725937
2712,8412,Horticulture-C-Low-2,0.998274063
2713,5004,Dev_Road-All-All-4,0.813278186
2713,6410,Dev_Pervious-C-Low-All,0.186721814
2714,4002,Dev_Roof-All-All-2,0.03899883
2714,4003,Dev_Roof-All-All-3,0.740977766
2714,6420,Dev_Pervious-C-High-All,0.220023404
2715,11211,Forest-A-Low-1,1
2716,7400,Dev_Septics-C-All-All,0.00066496
2716,11411,Forest-C-Low-1,0.99933504
2717,5002,Dev_Road-All-All-2,0.740783769
2717,6410,Dev_Pervious-C-Low-All,0.259216231
2718,4001,Dev_Roof-All-All-1,0.758432474
2718,6210,Dev_Pervious-A-Low-All,0.241567526
2719,10411,Open_Space-C-Low-1,1
2720,3000,Dev_Residential-All-All-All,0.619952273
2720,6410,Dev_Pervious-C-Low-All,0.380047727
2721,6410,Dev_Pervious-C-Low-All,0.99970207
2721,7400,Dev_Septics-C-All-All,0.00029793
2722,11411,Forest-C-Low-1,1
2723,4001,Dev_Roof-All-All-1,0.619952273
2723,6410,Dev_Pervious-C-Low-All,0.380047727
2724,6410,Dev_Pervious-C-Low-All,0.99970207
2724,7400,Dev_Septics-C-All-All,0.00029793
2725,3000,Dev_Residential-All-All-All,0.326526539
2725,6410,Dev_Pervious-C-Low-All,0.673473461
2726,4001,Dev_Roof-All-All-1,0.577625644
2726,6410,Dev_Pervious-C-Low-All,0.422374356
2727,10411,Open_Space-C-Low-1,1
2728,11411,Forest-C-Low-1,1
2729,1000,Dev_Commercial-All-All-All,0.95795502
2729,6410,Dev_Pervious-C-Low-All,0.04204498
2730,3000,Dev_Residential-All-All-All,0.696240209
2730,6410,Dev_Pervious-C-Low-All,0.303759791
2731,5001,Dev_Road-All-All-1,0.868314606
2731,6410,Dev_Pervious-C-Low-All,0.131685394
2732,7400,Dev_Septics-C-All-All,0.002317474
2732,10411,Open_Space-C-Low-1,0.997682526
2733,4001,Dev_Roof-All-All-1,0.95795502
2733,6410,Dev_Pervious-C-Low-All,0.04204498
2734,5003,Dev_Road-All-All-3,0.840514104
2734,6410,Dev_Pervious-C-Low-All,0.159485896
2735,4001,Dev_Roof-All-All-1,0.153846154
2735,4002,Dev_Roof-All-All-2,0.307692308
2735,4003,Dev_Roof-All-All-3,0.538461538
2736,11411,Forest-C-Low-1,1
2737,7400,Dev_Septics-C-All-All,0.002317474
2737,10411,Open_Space-C-Low-1,0.997682526
2738,4001,Dev_Roof-All-All-1,0.206650758
2738,4002,Dev_Roof-All-All-2,0.206650758
2738,4003,Dev_Roof-All-All-3,0.206650758
2738,6410,Dev_Pervious-C-Low-All,0.380047727
2739,3000,Dev_Residential-All-All-All,0.173073595
2739,6410,Dev_Pervious-C-Low-All,0.826926405
2740,10411,Open_Space-C-Low-1,1
2741,10411,Open_Space-C-Low-1,1
2742,7400,Dev_Septics-C-All-All,0.001345672
2742,8412,Horticulture-C-Low-2,0.998654328
2743,7400,Dev_Septics-C-All-All,0.001345672
2743,8412,Horticulture-C-Low-2,0.998654328
2744,6410,Dev_Pervious-C-Low-All,0.998654328
2744,7400,Dev_Septics-C-All-All,0.001345672
2745,6410,Dev_Pervious-C-Low-All,0.998654328
2745,7400,Dev_Septics-C-All-All,0.001345672
2746,7400,Dev_Septics-C-All-All,0.000619944
2746,12411,Road_Rural-C-Low-1,0.999380056
2747,5001,Dev_Road-All-All-1,0.840514104
2747,6410,Dev_Pervious-C-Low-All,0.159485896
2748,5004,Dev_Road-All-All-4,0.855257454
2748,6410,Dev_Pervious-C-Low-All,0.144742546
2749,5004,Dev_Road-All-All-4,0.840008354
2749,6420,Dev_Pervious-C-High-All,0.159991642
2749,7400,Dev_Septics-C-All-All,3.70964E-09
2750,7400,Dev_Septics-C-All-All,0.000619944
2750,12411,Road_Rural-C-Low-1,0.999380056
2751,10411,Open_Space-C-Low-1,1
2752,5003,Dev_Road-All-All-3,0.70721647
2752,6410,Dev_Pervious-C-Low-All,0.29238954
2752,7400,Dev_Septics-C-All-All,0.000393991
2753,7400,Dev_Septics-C-All-All,0.001345672
2753,10411,Open_Space-C-Low-1,0.998654328
2754,4001,Dev_Roof-All-All-1,0.087491242
2754,4002,Dev_Roof-All-All-2,0.087491242
2754,4003,Dev_Roof-All-All-3,0.087491242
2754,6210,Dev_Pervious-A-Low-All,0.737526274
2755,7300,Dev_Septics-B-All-All,0.00186926
2755,9221,Pasture-A-High-1,0.662466353
2755,10221,Open_Space-A-High-1,0.162418252
2755,11222,Forest-A-High-2,0.173246135
2756,5001,Dev_Road-All-All-1,0.70721647
2756,6410,Dev_Pervious-C-Low-All,0.29238954
2756,7400,Dev_Septics-C-All-All,0.000393991
2757,5004,Dev_Road-All-All-4,0.861509516
2757,6220,Dev_Pervious-A-High-All,0.138490484
2758,5004,Dev_Road-All-All-4,0.613695751
2758,6220,Dev_Pervious-A-High-All,0.386304249
2759,6410,Dev_Pervious-C-Low-All,0.998654328
2759,7400,Dev_Septics-C-All-All,0.001345672
2760,5001,Dev_Road-All-All-1,0.740783769
2760,6410,Dev_Pervious-C-Low-All,0.259216231
2761,4001,Dev_Roof-All-All-1,0.626066963
2761,6410,Dev_Pervious-C-Low-All,0.373933037
2762,5001,Dev_Road-All-All-1,0.855257454
2762,6420,Dev_Pervious-C-High-All,0.144742546
2763,5001,Dev_Road-All-All-1,0.415345698
2763,6410,Dev_Pervious-C-Low-All,0.584654302
2764,7400,Dev_Septics-C-All-All,0.001345672
2764,11411,Forest-C-Low-1,0.998654328
2765,5003,Dev_Road-All-All-3,0.855257454
2765,6410,Dev_Pervious-C-Low-All,0.144742546
2766,11411,Forest-C-Low-1,1
2767,1000,Dev_Commercial-All-All-All,0.950711426
2767,6410,Dev_Pervious-C-Low-All,0.049288574
2768,11411,Forest-C-Low-1,1
2769,10411,Open_Space-C-Low-1,1
2770,4001,Dev_Roof-All-All-1,0.146263296
2770,4002,Dev_Roof-All-All-2,0.292526593
2770,4003,Dev_Roof-All-All-3,0.511921537
2770,6410,Dev_Pervious-C-Low-All,0.049288574
2771,4001,Dev_Roof-All-All-1,0.147377695
2771,4002,Dev_Roof-All-All-2,0.294755391
2771,4003,Dev_Roof-All-All-3,0.515821934
2771,6410,Dev_Pervious-C-Low-All,0.04204498
2772,11411,Forest-C-Low-1,1
2773,10411,Open_Space-C-Low-1,1
2774,4001,Dev_Roof-All-All-1,0.95795502
2774,6410,Dev_Pervious-C-Low-All,0.04204498
2775,3000,Dev_Residential-All-All-All,0.687717943
2775,6410,Dev_Pervious-C-Low-All,0.312282057
2776,4001,Dev_Roof-All-All-1,0.687717943
2776,6410,Dev_Pervious-C-Low-All,0.312282057
2777,6410,Dev_Pervious-C-Low-All,0.999075556
2777,7400,Dev_Septics-C-All-All,0.000924444
2778,7400,Dev_Septics-C-All-All,0.001345672
2778,10411,Open_Space-C-Low-1,0.998654328
2779,7400,Dev_Septics-C-All-All,0.001345672
2779,10411,Open_Space-C-Low-1,0.998654328
2780,4001,Dev_Roof-All-All-1,0.645277767
2780,6410,Dev_Pervious-C-Low-All,0.354722224
2780,7400,Dev_Septics-C-All-All,8.22476E-09
2781,3000,Dev_Residential-All-All-All,0.645277767
2781,6410,Dev_Pervious-C-Low-All,0.354722224
2781,7400,Dev_Septics-C-All-All,8.22476E-09
2782,7400,Dev_Septics-C-All-All,0.00029793
2782,10411,Open_Space-C-Low-1,0.99970207
2783,7400,Dev_Septics-C-All-All,0.001345672
2783,9411,Pasture-C-Low-1,0.998654328
2784,7400,Dev_Septics-C-All-All,0.001345672
2784,9411,Pasture-C-Low-1,0.998654328
2785,5001,Dev_Road-All-All-1,0.262473726
2785,6210,Dev_Pervious-A-Low-All,0.737526274
2786,7400,Dev_Septics-C-All-All,2.31865E-08
2786,10411,Open_Space-C-Low-1,0.999999977
2787,7400,Dev_Septics-C-All-All,2.31865E-08
2787,11411,Forest-C-Low-1,0.999999977
2788,11411,Forest-C-Low-1,1
2789,10411,Open_Space-C-Low-1,1
2790,7400,Dev_Septics-C-All-All,2.31865E-08
2790,11411,Forest-C-Low-1,0.999999977
2791,5001,Dev_Road-All-All-1,0.840008354
2791,6410,Dev_Pervious-C-Low-All,0.159991642
2791,7400,Dev_Septics-C-All-All,3.70964E-09
2792,7400,Dev_Septics-C-All-All,2.31865E-08
2792,10411,Open_Space-C-Low-1,0.999999977
2793,7400,Dev_Septics-C-All-All,0.001345672
2793,11411,Forest-C-Low-1,0.998654328
2794,1000,Dev_Commercial-All-All-All,0.560694988
2794,6210,Dev_Pervious-A-Low-All,0.439305012
2795,3000,Dev_Residential-All-All-All,0.159101147
2795,6420,Dev_Pervious-C-High-All,0.840898853
2796,11411,Forest-C-Low-1,1
2797,4001,Dev_Roof-All-All-1,0.144605315
2797,4002,Dev_Roof-All-All-2,0.144605315
2797,4003,Dev_Roof-All-All-3,0.144605315
2797,6420,Dev_Pervious-C-High-All,0.566184054
2798,11411,Forest-C-Low-1,1
2799,10411,Open_Space-C-Low-1,1
2800,5001,Dev_Road-All-All-1,0.738546665
2800,6410,Dev_Pervious-C-Low-All,0.261453335
2801,3000,Dev_Residential-All-All-All,0.504505942
2801,6410,Dev_Pervious-C-Low-All,0.495494058
2802,5001,Dev_Road-All-All-1,0.577625644
2802,6410,Dev_Pervious-C-Low-All,0.422374356
2803,10411,Open_Space-C-Low-1,1
2804,7300,Dev_Septics-B-All-All,0.000924444
2804,10211,Open_Space-A-Low-1,0.999075556
2805,11411,Forest-C-Low-1,1
2806,7400,Dev_Septics-C-All-All,0.000736709
2806,9411,Pasture-C-Low-1,0.663375845
2806,10411,Open_Space-C-Low-1,0.162526183
2806,11412,Forest-C-Low-2,0.173361262
2807,6410,Dev_Pervious-C-Low-All,0.999263291
2807,7400,Dev_Septics-C-All-All,0.000736709
2808,11421,Forest-C-High-1,6.73103E-05
2808,11422,Forest-C-High-2,0.99993269
2809,5001,Dev_Road-All-All-1,0.579571466
2809,6210,Dev_Pervious-A-Low-All,0.420039872
2809,7300,Dev_Septics-B-All-All,0.000388663
2810,7400,Dev_Septics-C-All-All,0.000736709
2810,9421,Pasture-C-High-1,0.663375845
2810,10421,Open_Space-C-High-1,0.162526183
2810,11422,Forest-C-High-2,0.173361262
2811,6210,Dev_Pervious-A-Low-All,0.999075556
2811,7300,Dev_Septics-B-All-All,0.000924444
2812,7300,Dev_Septics-B-All-All,0.000924444
2812,13500,Mine_Barren-D-All-All,0.999075556
2813,5003,Dev_Road-All-All-3,0.7440606
2813,6410,Dev_Pervious-C-Low-All,0.2559394
2814,4001,Dev_Roof-All-All-1,0.168168647
2814,4002,Dev_Roof-All-All-2,0.168168647
2814,4003,Dev_Roof-All-All-3,0.168168647
2814,6410,Dev_Pervious-C-Low-All,0.495494058
2815,5002,Dev_Road-All-All-2,0.597143186
2815,6410,Dev_Pervious-C-Low-All,0.401923204
2815,7400,Dev_Septics-C-All-All,0.00093361
2816,6410,Dev_Pervious-C-Low-All,0.999263291
2816,7400,Dev_Septics-C-All-All,0.000736709
2817,7400,Dev_Septics-C-All-All,0.002317474
2817,10411,Open_Space-C-Low-1,0.997682526
2818,7400,Dev_Septics-C-All-All,0.002317474
2818,10411,Open_Space-C-Low-1,0.997682526
2819,7300,Dev_Septics-B-All-All,0.000924444
2819,9211,Pasture-A-Low-1,0.999075556
2820,7300,Dev_Septics-B-All-All,0.000924444
2820,13500,Mine_Barren-D-All-All,0.999075556
2821,8211,Horticulture-A-Low-1,1
2822,3000,Dev_Residential-All-All-All,0.840008354
2822,6420,Dev_Pervious-C-High-All,0.159991642
2822,7400,Dev_Septics-C-All-All,3.70964E-09
2823,7400,Dev_Septics-C-All-All,0.002317474
2823,11411,Forest-C-Low-1,0.997682526
2824,7300,Dev_Septics-B-All-All,0.000924444
2824,9211,Pasture-A-Low-1,0.999075556
2825,6410,Dev_Pervious-C-Low-All,0.997682526
2825,7400,Dev_Septics-C-All-All,0.002317474
2826,7400,Dev_Septics-C-All-All,0.002317474
2826,11411,Forest-C-Low-1,0.997682526
2827,7400,Dev_Septics-C-All-All,0.000924444
2827,9411,Pasture-C-Low-1,0.999075556
2828,7400,Dev_Septics-C-All-All,0.000924444
2828,9411,Pasture-C-Low-1,0.999075556
2829,5002,Dev_Road-All-All-2,0.7440606
2829,6410,Dev_Pervious-C-Low-All,0.2559394
2830,5002,Dev_Road-All-All-2,0.813278186
2830,6410,Dev_Pervious-C-Low-All,0.186721814
2831,7300,Dev_Septics-B-All-All,0.000924444
2831,11211,Forest-A-Low-1,0.999075556
2832,10411,Open_Space-C-Low-1,1
2833,7400,Dev_Septics-C-All-All,0.00029793
2833,9412,Pasture-C-Low-2,0.99970207
2834,5002,Dev_Road-All-All-2,0.738546665
2834,6420,Dev_Pervious-C-High-All,0.261453335
2835,11411,Forest-C-Low-1,1
2836,5001,Dev_Road-All-All-1,0.632067199
2836,6410,Dev_Pervious-C-Low-All,0.367823183
2836,7400,Dev_Septics-C-All-All,0.000109618
2837,11211,Forest-A-Low-1,1
2838,5003,Dev_Road-All-All-3,0.838313929
2838,6410,Dev_Pervious-C-Low-All,0.161686071
2839,5004,Dev_Road-All-All-4,0.838313929
2839,6410,Dev_Pervious-C-Low-All,0.161686071
2840,10411,Open_Space-C-Low-1,1
2841,5002,Dev_Road-All-All-2,0.840514104
2841,6410,Dev_Pervious-C-Low-All,0.159485896
2842,7400,Dev_Septics-C-All-All,0.00029793
2842,10411,Open_Space-C-Low-1,0.99970207
2843,8211,Horticulture-A-Low-1,1
2844,5002,Dev_Road-All-All-2,0.838313929
2844,6410,Dev_Pervious-C-Low-All,0.161686071
2845,4001,Dev_Roof-All-All-1,0.620943586
2845,6410,Dev_Pervious-C-Low-All,0.379056414
2846,4002,Dev_Roof-All-All-2,0.041305438
2846,4003,Dev_Roof-All-All-3,0.784803326
2846,6410,Dev_Pervious-C-Low-All,0.173891236
2847,11411,Forest-C-Low-1,1
2848,11411,Forest-C-Low-1,1
2849,7400,Dev_Septics-C-All-All,0.001345672
2849,9411,Pasture-C-Low-1,0.651355881
2849,10411,Open_Space-C-Low-1,0.168047636
2849,11412,Forest-C-Low-2,0.179250811
2850,11411,Forest-C-Low-1,1
2851,1000,Dev_Commercial-All-All-All,0.9582645
2851,6420,Dev_Pervious-C-High-All,0.0417355
2852,10411,Open_Space-C-Low-1,1
2853,3000,Dev_Residential-All-All-All,0.433708515
2853,6410,Dev_Pervious-C-Low-All,0.566291485
2854,10211,Open_Space-A-Low-1,1
2855,7400,Dev_Septics-C-All-All,0.001345672
2855,9411,Pasture-C-Low-1,0.651355881
2855,10411,Open_Space-C-Low-1,0.168047636
2855,11412,Forest-C-Low-2,0.179250811
2856,4001,Dev_Roof-All-All-1,0.504505942
2856,6410,Dev_Pervious-C-Low-All,0.495494058
2857,4001,Dev_Roof-All-All-1,0.813876648
2857,6210,Dev_Pervious-A-Low-All,0.186123352
2858,3000,Dev_Residential-All-All-All,0.566369498
2858,6410,Dev_Pervious-C-Low-All,0.433630502
2859,4001,Dev_Roof-All-All-1,0.9582645
2859,6410,Dev_Pervious-C-Low-All,0.0417355
2860,11411,Forest-C-Low-1,1
2861,4001,Dev_Roof-All-All-1,0.848684627
2861,6420,Dev_Pervious-C-High-All,0.151315373
2862,11421,Forest-C-High-1,1
2863,4001,Dev_Roof-All-All-1,0.433708515
2863,6410,Dev_Pervious-C-Low-All,0.566291485
2864,5003,Dev_Road-All-All-3,0.813876648
2864,6210,Dev_Pervious-A-Low-All,0.186123352
2865,10411,Open_Space-C-Low-1,1
2866,4001,Dev_Roof-All-All-1,0.566369498
2866,6410,Dev_Pervious-C-Low-All,0.433630502
2867,3000,Dev_Residential-All-All-All,0.687717943
2867,6410,Dev_Pervious-C-Low-All,0.312282057
2868,11411,Forest-C-Low-1,1
2869,3000,Dev_Residential-All-All-All,0.583629691
2869,6410,Dev_Pervious-C-Low-All,0.416370309
2870,10411,Open_Space-C-Low-1,1
2871,11211,Forest-A-Low-1,1
2872,10211,Open_Space-A-Low-1,1
2873,4001,Dev_Roof-All-All-1,0.215092589
2873,4002,Dev_Roof-All-All-2,0.215092589
2873,4003,Dev_Roof-All-All-3,0.215092589
2873,6410,Dev_Pervious-C-Low-All,0.354722224
2873,7400,Dev_Septics-C-All-All,8.22476E-09
2874,7400,Dev_Septics-C-All-All,0.00029793
2874,11411,Forest-C-Low-1,0.99970207
2875,11411,Forest-C-Low-1,1
2876,10421,Open_Space-C-High-1,1
2877,1000,Dev_Commercial-All-All-All,0.85659472
2877,6410,Dev_Pervious-C-Low-All,0.14340528
2878,4001,Dev_Roof-All-All-1,0.687717943
2878,6410,Dev_Pervious-C-Low-All,0.312282057
2879,10411,Open_Space-C-Low-1,1
2880,4001,Dev_Roof-All-All-1,0.687717943
2880,6410,Dev_Pervious-C-Low-All,0.312282057
2881,7400,Dev_Septics-C-All-All,0.00029793
2881,11411,Forest-C-Low-1,0.99970207
2882,7400,Dev_Septics-C-All-All,0.002317474
2882,9411,Pasture-C-Low-1,0.997682526
2883,5004,Dev_Road-All-All-4,0.813876648
2883,6210,Dev_Pervious-A-Low-All,0.186123352
2884,4001,Dev_Roof-All-All-1,0.131783803
2884,4002,Dev_Roof-All-All-2,0.263567606
2884,4003,Dev_Roof-All-All-3,0.461243311
2884,6410,Dev_Pervious-C-Low-All,0.14340528
2885,7400,Dev_Septics-C-All-All,0.002317474
2885,9411,Pasture-C-Low-1,0.997682526
2886,7400,Dev_Septics-C-All-All,0.000924444
2886,9411,Pasture-C-Low-1,0.999075556
2887,7300,Dev_Septics-B-All-All,0.000924444
2887,9211,Pasture-A-Low-1,0.999075556
2888,5006,Dev_Road-All-All-6,0.738546665
2888,6410,Dev_Pervious-C-Low-All,0.261453335
2889,4001,Dev_Roof-All-All-1,0.19454323
2889,4002,Dev_Roof-All-All-2,0.19454323
2889,4003,Dev_Roof-All-All-3,0.19454323
2889,6410,Dev_Pervious-C-Low-All,0.416370309
2890,14000,Water-All-All-All,1
2891,7400,Dev_Septics-C-All-All,0.000924444
2891,9421,Pasture-C-High-1,0.999075556
2892,7400,Dev_Septics-C-All-All,0.001345672
2892,10411,Open_Space-C-Low-1,0.998654328
2893,4001,Dev_Roof-All-All-1,0.583629691
2893,6410,Dev_Pervious-C-Low-All,0.416370309
2894,4001,Dev_Roof-All-All-1,0.687717943
2894,6410,Dev_Pervious-C-Low-All,0.312282057
2895,4001,Dev_Roof-All-All-1,0.619952273
2895,6410,Dev_Pervious-C-Low-All,0.380047727
2896,10411,Open_Space-C-Low-1,1
2897,3000,Dev_Residential-All-All-All,0.813876648
2897,6210,Dev_Pervious-A-Low-All,0.186123352
2898,4001,Dev_Roof-All-All-1,0.504505942
2898,6410,Dev_Pervious-C-Low-All,0.495494058
2899,5005,Dev_Road-All-All-5,0.813876648
2899,6410,Dev_Pervious-C-Low-All,0.186123352
2900,10411,Open_Space-C-Low-1,1
2901,5001,Dev_Road-All-All-1,0.838313929
2901,6410,Dev_Pervious-C-Low-All,0.161686071
2902,5003,Dev_Road-All-All-3,0.855257454
2902,6410,Dev_Pervious-C-Low-All,0.144742546
2903,10411,Open_Space-C-Low-1,1
2904,11411,Forest-C-Low-1,1
2905,2000,Dev_Industrial-All-All-All,0.813278186
2905,6410,Dev_Pervious-C-Low-All,0.186721814
2906,7300,Dev_Septics-B-All-All,0.000924444
2906,9211,Pasture-A-Low-1,0.999075556
2907,11411,Forest-C-Low-1,1
2908,10411,Open_Space-C-Low-1,1
2909,3000,Dev_Residential-All-All-All,0.22496581
2909,6410,Dev_Pervious-C-Low-All,0.77503419
2910,11411,Forest-C-Low-1,1
2911,5005,Dev_Road-All-All-5,0.838313929
2911,6410,Dev_Pervious-C-Low-All,0.161686071
2912,7400,Dev_Septics-C-All-All,0.00029793
2912,11411,Forest-C-Low-1,0.99970207
2913,7400,Dev_Septics-C-All-All,0.00029793
2913,11411,Forest-C-Low-1,0.99970207
2914,10411,Open_Space-C-Low-1,1
2915,5003,Dev_Road-All-All-3,0.738546665
2915,6410,Dev_Pervious-C-Low-All,0.261453335
2916,4002,Dev_Roof-All-All-2,0.041915696
2916,4003,Dev_Roof-All-All-3,0.796398233
2916,6410,Dev_Pervious-C-Low-All,0.161686071
2917,4001,Dev_Roof-All-All-1,0.074988603
2917,4002,Dev_Roof-All-All-2,0.074988603
2917,4003,Dev_Roof-All-All-3,0.074988603
2917,6410,Dev_Pervious-C-Low-All,0.77503419
2918,11411,Forest-C-Low-1,1
2919,11411,Forest-C-Low-1,1
2920,6410,Dev_Pervious-C-Low-All,0.999075556
2920,7400,Dev_Septics-C-All-All,0.000924444
2921,7400,Dev_Septics-C-All-All,0.000924444
2921,13500,Mine_Barren-D-All-All,0.999075556
2922,3000,Dev_Residential-All-All-All,0.740783769
2922,6410,Dev_Pervious-C-Low-All,0.259216231
2923,10411,Open_Space-C-Low-1,1
2924,2000,Dev_Industrial-All-All-All,0.92002582
2924,6410,Dev_Pervious-C-Low-All,0.07997418
2925,5002,Dev_Road-All-All-2,0.840008354
2925,6410,Dev_Pervious-C-Low-All,0.159991642
2925,7400,Dev_Septics-C-All-All,3.70964E-09
2926,7400,Dev_Septics-C-All-All,8.87579E-05
2926,11421,Forest-C-High-1,0.999911242
2927,5003,Dev_Road-All-All-3,0.813051111
2927,6410,Dev_Pervious-C-Low-All,0.186948889
2928,4001,Dev_Roof-All-All-1,0.370254393
2928,6420,Dev_Pervious-C-High-All,0.629745607
2929,10411,Open_Space-C-Low-1,1
2930,11411,Forest-C-Low-1,1
2931,10411,Open_Space-C-Low-1,1
2932,11411,Forest-C-Low-1,1
2933,1000,Dev_Commercial-All-All-All,0.880249375
2933,6410,Dev_Pervious-C-Low-All,0.119750625
2934,4001,Dev_Roof-All-All-1,0.188789833
2934,4002,Dev_Roof-All-All-2,0.188789833
2934,4003,Dev_Roof-All-All-3,0.188789833
2934,6410,Dev_Pervious-C-Low-All,0.433630502
2935,5001,Dev_Road-All-All-1,0.855257454
2935,6410,Dev_Pervious-C-Low-All,0.144742546
2936,1000,Dev_Commercial-All-All-All,0.966145802
2936,6410,Dev_Pervious-C-Low-All,0.033854198
2937,5004,Dev_Road-All-All-4,0.813876648
2937,6410,Dev_Pervious-C-Low-All,0.186123352
2938,5002,Dev_Road-All-All-2,0.855257454
2938,6410,Dev_Pervious-C-Low-All,0.144742546
