Value,HRUCODE,HRUDESC,FRAC
8975,4003,Dev_Roof-All-All-3,0.46192779
8975,6310,Dev_Pervious-B-Low-All,0.513760221
8976,14000,Water-All-All-All,1
8977,4001,Dev_Roof-All-All-1,0.056295264
8977,4002,Dev_Roof-All-All-2,0.056295264
8977,4003,Dev_Roof-All-All-3,0.056295264
8977,6410,Dev_Pervious-C-Low-All,0.831114209
8978,4001,Dev_Roof-All-All-1,0.185435178
8978,6420,Dev_Pervious-C-High-All,0.814564822
8979,9421,Pasture-C-High-1,1
8980,3000,Dev_Residential-All-All-All,0.146666264
8980,6410,Dev_Pervious-C-Low-All,0.853333736
8981,7400,Dev_Septics-C-All-All,0.000335386
8981,8422,Horticulture-C-High-2,0.026374872
8981,9421,Pasture-C-High-1,0.929331621
8981,11422,Forest-C-High-2,0.043958121
8982,6310,Dev_Pervious-B-Low-All,1
8983,14000,Water-All-All-All,1
8984,7400,Dev_Septics-C-All-All,0.000335386
8984,8422,Horticulture-C-High-2,0.026374872
8984,9421,Pasture-C-High-1,0.929331621
8984,11422,Forest-C-High-2,0.043958121
8985,5002,Dev_Road-All-All-2,0.479111504
8985,6410,Dev_Pervious-C-Low-All,0.520888496
8986,4001,Dev_Roof-All-All-1,0.44476283
8986,6410,Dev_Pervious-C-Low-All,0.55523717
8987,6410,Dev_Pervious-C-Low-All,1
8988,9422,Pasture-C-High-2,1
8989,14000,Water-All-All-All,1
8990,10411,Open_Space-C-Low-1,1
8991,3000,Dev_Residential-All-All-All,0.124861718
8991,6410,Dev_Pervious-C-Low-All,0.875138282
8992,10411,Open_Space-C-Low-1,1
8993,11411,Forest-C-Low-1,1
8994,9422,Pasture-C-High-2,1
8995,10421,Open_Space-C-High-1,1
8996,11411,Forest-C-Low-1,1
8997,4001,Dev_Roof-All-All-1,0.140237057
8997,4002,Dev_Roof-All-All-2,0.280474115
8997,4003,Dev_Roof-All-All-3,0.490829701
8997,6410,Dev_Pervious-C-Low-All,0.088459127
8998,4001,Dev_Roof-All-All-1,0.124861718
8998,6410,Dev_Pervious-C-Low-All,0.875138282
8999,5001,Dev_Road-All-All-1,0.618889886
8999,6420,Dev_Pervious-C-High-All,0.381110114
9000,10411,Open_Space-C-Low-1,1
9001,11411,Forest-C-Low-1,1
9002,4001,Dev_Roof-All-All-1,0.061811726
9002,4002,Dev_Roof-All-All-2,0.061811726
9002,4003,Dev_Roof-All-All-3,0.061811726
9002,6420,Dev_Pervious-C-High-All,0.814564822
9003,9421,Pasture-C-High-1,1
9004,9421,Pasture-C-High-1,1
9005,11411,Forest-C-Low-1,1
9006,10411,Open_Space-C-Low-1,1
9007,9421,Pasture-C-High-1,1
9008,11421,Forest-C-High-1,1
9009,1000,Dev_Commercial-All-All-All,0.873054714
9009,6410,Dev_Pervious-C-Low-All,0.126945286
9010,4001,Dev_Roof-All-All-1,0.150322872
9010,4002,Dev_Roof-All-All-2,0.300645744
9010,4003,Dev_Roof-All-All-3,0.526130051
9010,6410,Dev_Pervious-C-Low-All,0.022901334
9011,10311,Open_Space-B-Low-1,1
9012,1000,Dev_Commercial-All-All-All,0.551307777
9012,6410,Dev_Pervious-C-Low-All,0.448692223
9013,1000,Dev_Commercial-All-All-All,0.911540873
9013,6410,Dev_Pervious-C-Low-All,0.088459127
9014,10411,Open_Space-C-Low-1,1
9015,11411,Forest-C-Low-1,1
9016,4001,Dev_Roof-All-All-1,0.13431611
9016,4002,Dev_Roof-All-All-2,0.26863222
9016,4003,Dev_Roof-All-All-3,0.470106384
9016,6410,Dev_Pervious-C-Low-All,0.126945286
9017,3000,Dev_Residential-All-All-All,0.642658234
9017,6410,Dev_Pervious-C-Low-All,0.357341766
9018,4001,Dev_Roof-All-All-1,0.642658234
9018,6410,Dev_Pervious-C-Low-All,0.357341766
9019,5005,Dev_Road-All-All-5,0.83687012
9019,6410,Dev_Pervious-C-Low-All,0.16312988
9020,3000,Dev_Residential-All-All-All,0.83687012
9020,6410,Dev_Pervious-C-Low-All,0.16312988
9021,4001,Dev_Roof-All-All-1,0.479111504
9021,6420,Dev_Pervious-C-High-All,0.520888496
9022,10411,Open_Space-C-Low-1,1
9023,5003,Dev_Road-All-All-3,0.836321215
9023,6410,Dev_Pervious-C-Low-All,0.163678785
9024,5005,Dev_Road-All-All-5,0.471234027
9024,6410,Dev_Pervious-C-Low-All,0.528765973
9025,5001,Dev_Road-All-All-1,0.479111504
9025,6410,Dev_Pervious-C-Low-All,0.520888496
9026,10311,Open_Space-B-Low-1,1
9027,11411,Forest-C-Low-1,1
9028,3000,Dev_Residential-All-All-All,0.557034404
9028,6410,Dev_Pervious-C-Low-All,0.442965596
9029,11411,Forest-C-Low-1,1
9030,4001,Dev_Roof-All-All-1,0.557034404
9030,6410,Dev_Pervious-C-Low-All,0.442965596
9031,11311,Forest-B-Low-1,1
9032,9422,Pasture-C-High-2,1
9033,9422,Pasture-C-High-2,1
9034,11311,Forest-B-Low-1,1
9035,4001,Dev_Roof-All-All-1,0.214219411
9035,4002,Dev_Roof-All-All-2,0.214219411
9035,4003,Dev_Roof-All-All-3,0.214219411
9035,6410,Dev_Pervious-C-Low-All,0.357341766
9036,9421,Pasture-C-High-1,1
9037,11411,Forest-C-Low-1,1
9038,10421,Open_Space-C-High-1,1
9039,3000,Dev_Residential-All-All-All,0.337311564
9039,6410,Dev_Pervious-C-Low-All,0.662688436
9040,10411,Open_Space-C-Low-1,1
9041,5003,Dev_Road-All-All-3,0.920429036
9041,6410,Dev_Pervious-C-Low-All,0.079570964
9042,5004,Dev_Road-All-All-4,0.84187559
9042,6410,Dev_Pervious-C-Low-All,0.15812441
9043,11411,Forest-C-Low-1,1
9044,5001,Dev_Road-All-All-1,0.410731504
9044,6420,Dev_Pervious-C-High-All,0.589268496
9045,9411,Pasture-C-Low-1,1
9046,7400,Dev_Septics-C-All-All,0.000335386
9046,9421,Pasture-C-High-1,0.999664614
9047,10411,Open_Space-C-Low-1,1
9048,9421,Pasture-C-High-1,1
9049,9421,Pasture-C-High-1,1
9050,4001,Dev_Roof-All-All-1,0.185678135
9050,4002,Dev_Roof-All-All-2,0.185678135
9050,4003,Dev_Roof-All-All-3,0.185678135
9050,6410,Dev_Pervious-C-Low-All,0.442965596
9051,7400,Dev_Septics-C-All-All,0.000118745
9051,10411,Open_Space-C-Low-1,0.999881255
9052,10311,Open_Space-B-Low-1,1
9053,4001,Dev_Roof-All-All-1,0.557034404
9053,6410,Dev_Pervious-C-Low-All,0.442965596
9054,9421,Pasture-C-High-1,1
9055,2000,Dev_Industrial-All-All-All,0.54480524
9055,6310,Dev_Pervious-B-Low-All,0.45519476
9056,5002,Dev_Road-All-All-2,0.471234027
9056,6410,Dev_Pervious-C-Low-All,0.528765973
9057,7400,Dev_Septics-C-All-All,0.000335386
9057,9421,Pasture-C-High-1,0.999664614
9058,11421,Forest-C-High-1,1
9059,5003,Dev_Road-All-All-3,0.84187559
9059,6410,Dev_Pervious-C-Low-All,0.15812441
9060,11311,Forest-B-Low-1,1
9061,9421,Pasture-C-High-1,1
9062,4002,Dev_Roof-All-All-2,0.027240262
9062,4003,Dev_Roof-All-All-3,0.517564978
9062,6310,Dev_Pervious-B-Low-All,0.45519476
9063,4001,Dev_Roof-All-All-1,0.668429664
9063,6410,Dev_Pervious-C-Low-All,0.331530963
9063,7400,Dev_Septics-C-All-All,3.93724E-05
9064,1000,Dev_Commercial-All-All-All,0.551307777
9064,6310,Dev_Pervious-B-Low-All,0.448692223
9065,10421,Open_Space-C-High-1,1
9066,5002,Dev_Road-All-All-2,0.836321215
9066,6410,Dev_Pervious-C-Low-All,0.163678785
9067,8422,Horticulture-C-High-2,0.026581173
9067,9421,Pasture-C-High-1,0.929116872
9067,11422,Forest-C-High-2,0.044301955
9068,10411,Open_Space-C-Low-1,1
9069,8422,Horticulture-C-High-2,0.026581173
9069,9421,Pasture-C-High-1,0.929116872
9069,11422,Forest-C-High-2,0.044301955
9070,7400,Dev_Septics-C-All-All,0.000118745
9070,11411,Forest-C-Low-1,0.999881255
9071,4001,Dev_Roof-All-All-1,0.084816581
9071,4002,Dev_Roof-All-All-2,0.169633162
9071,4003,Dev_Roof-All-All-3,0.296858034
9071,6310,Dev_Pervious-B-Low-All,0.448692223
9072,11421,Forest-C-High-1,1
9073,10421,Open_Space-C-High-1,1
9074,1000,Dev_Commercial-All-All-All,0.668429664
9074,6410,Dev_Pervious-C-Low-All,0.331530963
9074,7400,Dev_Septics-C-All-All,3.93724E-05
9075,9421,Pasture-C-High-1,1
9076,5004,Dev_Road-All-All-4,0.920429036
9076,6410,Dev_Pervious-C-Low-All,0.079570964
9077,9421,Pasture-C-High-1,1
9078,7400,Dev_Septics-C-All-All,0.000659234
9078,9421,Pasture-C-High-1,0.999340766
9079,10411,Open_Space-C-Low-1,1
9080,11411,Forest-C-Low-1,1
9081,4001,Dev_Roof-All-All-1,0.564024972
9081,6410,Dev_Pervious-C-Low-All,0.435975028
9082,3000,Dev_Residential-All-All-All,0.564024972
9082,6410,Dev_Pervious-C-Low-All,0.435975028
9083,10421,Open_Space-C-High-1,1
9084,11411,Forest-C-Low-1,1
9085,5001,Dev_Road-All-All-1,0.834389364
9085,6410,Dev_Pervious-C-Low-All,0.165610636
9086,11411,Forest-C-Low-1,1
9087,3000,Dev_Residential-All-All-All,0.44549215
9087,6410,Dev_Pervious-C-Low-All,0.55450785
9088,4001,Dev_Roof-All-All-1,0.338355174
9088,6410,Dev_Pervious-C-Low-All,0.661644826
9089,4001,Dev_Roof-All-All-1,0.831071464
9089,6410,Dev_Pervious-C-Low-All,0.168928536
9090,10411,Open_Space-C-Low-1,1
9091,11411,Forest-C-Low-1,1
9092,2000,Dev_Industrial-All-All-All,0.54480524
9092,6410,Dev_Pervious-C-Low-All,0.45519476
9093,10411,Open_Space-C-Low-1,1
9094,1000,Dev_Commercial-All-All-All,0.85777329
9094,6410,Dev_Pervious-C-Low-All,0.14222671
9095,10411,Open_Space-C-Low-1,1
9096,1000,Dev_Commercial-All-All-All,0.99031451
9096,6410,Dev_Pervious-C-Low-All,0.00968549
9097,11411,Forest-C-Low-1,1
9098,4001,Dev_Roof-All-All-1,0.007718025
9098,4002,Dev_Roof-All-All-2,0.007718025
9098,4003,Dev_Roof-All-All-3,0.007718025
9098,6420,Dev_Pervious-C-High-All,0.963586388
9098,7400,Dev_Septics-C-All-All,0.013259537
9099,9421,Pasture-C-High-1,1
9100,4001,Dev_Roof-All-All-1,0.337311564
9100,6410,Dev_Pervious-C-Low-All,0.662688436
9101,7400,Dev_Septics-C-All-All,0.000422863
9101,12421,Road_Rural-C-High-1,0.999577137
9102,10411,Open_Space-C-Low-1,1
9103,9421,Pasture-C-High-1,1
9104,7400,Dev_Septics-C-All-All,0.000659234
9104,9421,Pasture-C-High-1,0.999340766
9105,10421,Open_Space-C-High-1,1
9106,4002,Dev_Roof-All-All-2,0.041553573
9106,4003,Dev_Roof-All-All-3,0.78951789
9106,6410,Dev_Pervious-C-Low-All,0.168928536
9107,10311,Open_Space-B-Low-1,1
9108,7400,Dev_Septics-C-All-All,0.000335386
9108,12411,Road_Rural-C-Low-1,0.999664614
9109,5001,Dev_Road-All-All-1,0.84187559
9109,6410,Dev_Pervious-C-Low-All,0.15812441
9110,4001,Dev_Roof-All-All-1,0.152356078
9110,4002,Dev_Roof-All-All-2,0.304712157
9110,4003,Dev_Roof-All-All-3,0.533246275
9110,6410,Dev_Pervious-C-Low-All,0.00968549
9111,4001,Dev_Roof-All-All-1,0.99031451
9111,6410,Dev_Pervious-C-Low-All,0.00968549
9112,11411,Forest-C-Low-1,1
9113,11311,Forest-B-Low-1,1
9114,4001,Dev_Roof-All-All-1,0.44549215
9114,6410,Dev_Pervious-C-Low-All,0.55450785
9115,5001,Dev_Road-All-All-1,0.920429036
9115,6410,Dev_Pervious-C-Low-All,0.079570964
9116,7400,Dev_Septics-C-All-All,0.000335386
9116,9421,Pasture-C-High-1,0.999664614
9117,11411,Forest-C-Low-1,1
9118,7400,Dev_Septics-C-All-All,0.013573826
9118,9421,Pasture-C-High-1,0.986426174
9119,4001,Dev_Roof-All-All-1,0.564024972
9119,6410,Dev_Pervious-C-Low-All,0.435975028
9120,9421,Pasture-C-High-1,0.630068065
9120,10421,Open_Space-C-High-1,0.369931935
9121,4001,Dev_Roof-All-All-1,0.188008324
9121,4002,Dev_Roof-All-All-2,0.188008324
9121,4003,Dev_Roof-All-All-3,0.188008324
9121,6410,Dev_Pervious-C-Low-All,0.435975028
9122,4001,Dev_Roof-All-All-1,0.243849703
9122,6410,Dev_Pervious-C-Low-All,0.756150297
9123,4002,Dev_Roof-All-All-2,0.027240262
9123,4003,Dev_Roof-All-All-3,0.517564978
9123,6410,Dev_Pervious-C-Low-All,0.45519476
9124,9421,Pasture-C-High-1,0.630068065
9124,10421,Open_Space-C-High-1,0.369931935
9125,6310,Dev_Pervious-B-Low-All,1
9126,7400,Dev_Septics-C-All-All,0.000335386
9126,9421,Pasture-C-High-1,0.999664614
9127,10411,Open_Space-C-Low-1,1
9128,14000,Water-All-All-All,1
9129,4001,Dev_Roof-All-All-1,0.354243183
9129,6410,Dev_Pervious-C-Low-All,0.645756817
9130,3000,Dev_Residential-All-All-All,0.225517221
9130,6410,Dev_Pervious-C-Low-All,0.774482779
9131,7400,Dev_Septics-C-All-All,0.000335386
9131,9421,Pasture-C-High-1,0.648869217
9131,11422,Forest-C-High-2,0.350795397
9132,5002,Dev_Road-All-All-2,0.834389364
9132,6410,Dev_Pervious-C-Low-All,0.165610636
9133,4001,Dev_Roof-All-All-1,0.225517221
9133,6410,Dev_Pervious-C-Low-All,0.774482779
9134,4001,Dev_Roof-All-All-1,0.225517221
9134,6410,Dev_Pervious-C-Low-All,0.774482779
9135,7400,Dev_Septics-C-All-All,0.013573826
9135,9421,Pasture-C-High-1,0.986426174
9136,7400,Dev_Septics-C-All-All,0.013573826
9136,9421,Pasture-C-High-1,0.986426174
9137,7400,Dev_Septics-C-All-All,0.000335386
9137,9421,Pasture-C-High-1,0.999664614
9138,10411,Open_Space-C-Low-1,1
9139,7400,Dev_Septics-C-All-All,0.000335386
9139,9421,Pasture-C-High-1,0.999664614
9140,4001,Dev_Roof-All-All-1,0.471234027
9140,6410,Dev_Pervious-C-Low-All,0.528765973
9141,5004,Dev_Road-All-All-4,0.479111504
9141,6410,Dev_Pervious-C-Low-All,0.520888496
9142,11411,Forest-C-Low-1,1
9143,5005,Dev_Road-All-All-5,0.833115933
9143,6410,Dev_Pervious-C-Low-All,0.166884067
9144,5003,Dev_Road-All-All-3,0.479111504
9144,6410,Dev_Pervious-C-Low-All,0.520888496
9145,11411,Forest-C-Low-1,1
9146,9422,Pasture-C-High-2,1
9147,4001,Dev_Roof-All-All-1,0.920429036
9147,6410,Dev_Pervious-C-Low-All,0.079570964
9148,4002,Dev_Roof-All-All-2,0.041843506
9148,4003,Dev_Roof-All-All-3,0.795026614
9148,6410,Dev_Pervious-C-Low-All,0.16312988
9149,4001,Dev_Roof-All-All-1,0.471234027
9149,6410,Dev_Pervious-C-Low-All,0.528765973
9150,5005,Dev_Road-All-All-5,0.479111504
9150,6410,Dev_Pervious-C-Low-All,0.520888496
9151,7400,Dev_Septics-C-All-All,0.000335386
9151,12411,Road_Rural-C-Low-1,0.999664614
9152,5001,Dev_Road-All-All-1,0.498978548
9152,6420,Dev_Pervious-C-High-All,0.501021452
9153,10411,Open_Space-C-Low-1,1
9154,1000,Dev_Commercial-All-All-All,0.80684884
9154,6410,Dev_Pervious-C-Low-All,0.19315116
9155,4002,Dev_Roof-All-All-2,0.041816061
9155,4003,Dev_Roof-All-All-3,0.794505154
9155,6410,Dev_Pervious-C-Low-All,0.163678785
9156,9422,Pasture-C-High-2,1
9157,11411,Forest-C-Low-1,1
9158,10311,Open_Space-B-Low-1,1
9159,10311,Open_Space-B-Low-1,1
9160,5004,Dev_Road-All-All-4,0.767635842
9160,6310,Dev_Pervious-B-Low-All,0.232364158
9161,7300,Dev_Septics-B-All-All,0.00120046
9161,10311,Open_Space-B-Low-1,0.99879954
9162,10311,Open_Space-B-Low-1,1
9163,5004,Dev_Road-All-All-4,0.807890064
9163,6310,Dev_Pervious-B-Low-All,0.192109936
9164,10311,Open_Space-B-Low-1,1
9165,11311,Forest-B-Low-1,1
9166,10411,Open_Space-C-Low-1,1
9167,11311,Forest-B-Low-1,1
9168,11311,Forest-B-Low-1,1
9169,5003,Dev_Road-All-All-3,0.834389364
9169,6410,Dev_Pervious-C-Low-All,0.165610636
9170,10411,Open_Space-C-Low-1,1
9171,9422,Pasture-C-High-2,1
9172,4001,Dev_Roof-All-All-1,0.547268644
9172,6410,Dev_Pervious-C-Low-All,0.452731356
9173,11411,Forest-C-Low-1,1
9174,3000,Dev_Residential-All-All-All,0.547268644
9174,6410,Dev_Pervious-C-Low-All,0.452731356
9175,10411,Open_Space-C-Low-1,1
9176,3000,Dev_Residential-All-All-All,0.18633069
9176,6410,Dev_Pervious-C-Low-All,0.81366931
9177,11411,Forest-C-Low-1,1
9178,4001,Dev_Roof-All-All-1,0.920429036
9178,6410,Dev_Pervious-C-Low-All,0.079570964
9179,5001,Dev_Road-All-All-1,0.807890064
9179,6310,Dev_Pervious-B-Low-All,0.192109936
9180,7300,Dev_Septics-B-All-All,0.00120046
9180,11311,Forest-B-Low-1,0.99879954
9181,11311,Forest-B-Low-1,1
9182,10411,Open_Space-C-Low-1,1
9183,3000,Dev_Residential-All-All-All,0.479111504
9183,6410,Dev_Pervious-C-Low-All,0.520888496
9184,4001,Dev_Roof-All-All-1,0.99031451
9184,6410,Dev_Pervious-C-Low-All,0.00968549
9185,11411,Forest-C-Low-1,1
9186,4001,Dev_Roof-All-All-1,0.122149028
9186,6410,Dev_Pervious-C-Low-All,0.877850972
9187,9422,Pasture-C-High-2,1
9188,5002,Dev_Road-All-All-2,0.920429036
9188,6410,Dev_Pervious-C-Low-All,0.079570964
9189,10411,Open_Space-C-Low-1,1
9190,3000,Dev_Residential-All-All-All,0.542161354
9190,6410,Dev_Pervious-C-Low-All,0.457838646
9191,7400,Dev_Septics-C-All-All,0.000659234
9191,12421,Road_Rural-C-High-1,0.999340766
9192,4002,Dev_Roof-All-All-2,0.04209378
9192,4003,Dev_Roof-All-All-3,0.799781811
9192,6410,Dev_Pervious-C-Low-All,0.15812441
9193,4001,Dev_Roof-All-All-1,0.642658234
9193,6410,Dev_Pervious-C-Low-All,0.357341766
9194,5005,Dev_Road-All-All-5,0.818942646
9194,6410,Dev_Pervious-C-Low-All,0.181057354
9195,4002,Dev_Roof-All-All-2,0.046021452
9195,4003,Dev_Roof-All-All-3,0.874407584
9195,6410,Dev_Pervious-C-Low-All,0.079570964
9196,11411,Forest-C-Low-1,1
9197,10411,Open_Space-C-Low-1,1
9198,5001,Dev_Road-All-All-1,0.818942646
9198,6410,Dev_Pervious-C-Low-All,0.181057354
9199,4001,Dev_Roof-All-All-1,0.542161354
9199,6410,Dev_Pervious-C-Low-All,0.457838646
9200,4001,Dev_Roof-All-All-1,0.542161354
9200,6410,Dev_Pervious-C-Low-All,0.457838646
9201,5002,Dev_Road-All-All-2,0.818942646
9201,6410,Dev_Pervious-C-Low-All,0.181057354
9202,10411,Open_Space-C-Low-1,1
9203,11411,Forest-C-Low-1,1
9204,4001,Dev_Roof-All-All-1,0.180720451
9204,4002,Dev_Roof-All-All-2,0.180720451
9204,4003,Dev_Roof-All-All-3,0.180720451
9204,6410,Dev_Pervious-C-Low-All,0.457838646
9205,4001,Dev_Roof-All-All-1,0.153846154
9205,4002,Dev_Roof-All-All-2,0.307692308
9205,4003,Dev_Roof-All-All-3,0.538461538
9206,6410,Dev_Pervious-C-Low-All,1
9207,11411,Forest-C-Low-1,1
9208,11411,Forest-C-Low-1,1
9209,10411,Open_Space-C-Low-1,1
9210,2000,Dev_Industrial-All-All-All,0.486239779
9210,6310,Dev_Pervious-B-Low-All,0.513760221
9211,11411,Forest-C-Low-1,1
9212,1000,Dev_Commercial-All-All-All,0.821473107
9212,6410,Dev_Pervious-C-Low-All,0.178526893
9213,3000,Dev_Residential-All-All-All,0.588217375
9213,6310,Dev_Pervious-B-Low-All,0.411782625
9214,10311,Open_Space-B-Low-1,1
9215,10411,Open_Space-C-Low-1,1
9216,11411,Forest-C-Low-1,1
9217,1000,Dev_Commercial-All-All-All,1
9218,4001,Dev_Roof-All-All-1,0.831071464
9218,6410,Dev_Pervious-C-Low-All,0.168928536
9219,10411,Open_Space-C-Low-1,1
9220,11311,Forest-B-Low-1,1
9221,3000,Dev_Residential-All-All-All,0.225517221
9221,6310,Dev_Pervious-B-Low-All,0.774482779
9222,10411,Open_Space-C-Low-1,1
9223,7400,Dev_Septics-C-All-All,0.000335386
9223,12421,Road_Rural-C-High-1,0.999664614
9224,7400,Dev_Septics-C-All-All,0.013573826
9224,10421,Open_Space-C-High-1,0.986426174
9225,10411,Open_Space-C-Low-1,1
9226,4001,Dev_Roof-All-All-1,0.041620573
9226,4002,Dev_Roof-All-All-2,0.041620573
9226,4003,Dev_Roof-All-All-3,0.041620573
9226,6410,Dev_Pervious-C-Low-All,0.875138282
9227,7400,Dev_Septics-C-All-All,0.000659234
9227,9421,Pasture-C-High-1,0.999340766
9228,7400,Dev_Septics-C-All-All,0.013573826
9228,11421,Forest-C-High-1,0.986426174
9229,11411,Forest-C-Low-1,1
9230,7400,Dev_Septics-C-All-All,0.003818897
9230,9421,Pasture-C-High-1,0.679123244
9230,11422,Forest-C-High-2,0.317057859
9231,1000,Dev_Commercial-All-All-All,0.920429036
9231,6410,Dev_Pervious-C-Low-All,0.079570964
9232,4001,Dev_Roof-All-All-1,0.588217375
9232,6310,Dev_Pervious-B-Low-All,0.411782625
9233,10311,Open_Space-B-Low-1,1
9234,5002,Dev_Road-All-All-2,0.838832675
9234,6410,Dev_Pervious-C-Low-All,0.161167325
9235,7400,Dev_Septics-C-All-All,0.003818897
9235,9421,Pasture-C-High-1,0.679123244
9235,11422,Forest-C-High-2,0.317057859
9236,5003,Dev_Road-All-All-3,0.818942646
9236,6410,Dev_Pervious-C-Low-All,0.181057354
9237,10411,Open_Space-C-Low-1,1
9238,11411,Forest-C-Low-1,1
9239,3000,Dev_Residential-All-All-All,0.472188351
9239,6410,Dev_Pervious-C-Low-All,0.527811649
9240,4001,Dev_Roof-All-All-1,0.157396117
9240,4002,Dev_Roof-All-All-2,0.157396117
9240,4003,Dev_Roof-All-All-3,0.157396117
9240,6410,Dev_Pervious-C-Low-All,0.527811649
9241,11411,Forest-C-Low-1,1
9242,6420,Dev_Pervious-C-High-All,0.996181103
9242,7400,Dev_Septics-C-All-All,0.003818897
9243,5002,Dev_Road-All-All-2,0.796141589
9243,6410,Dev_Pervious-C-Low-All,0.203858411
9244,11411,Forest-C-Low-1,1
9245,7400,Dev_Septics-C-All-All,0.013573826
9245,9421,Pasture-C-High-1,0.986426174
9246,4001,Dev_Roof-All-All-1,0.165700475
9246,6410,Dev_Pervious-C-Low-All,0.834299525
9247,10411,Open_Space-C-Low-1,1
9248,4001,Dev_Roof-All-All-1,0.472188351
9248,6410,Dev_Pervious-C-Low-All,0.527811649
9249,5002,Dev_Road-All-All-2,0.816834761
9249,6410,Dev_Pervious-C-Low-All,0.183165239
9250,10411,Open_Space-C-Low-1,1
9251,11411,Forest-C-Low-1,1
9252,11411,Forest-C-Low-1,1
9253,10311,Open_Space-B-Low-1,1
9254,4001,Dev_Roof-All-All-1,0.023154075
9254,6420,Dev_Pervious-C-High-All,0.963586388
9254,7400,Dev_Septics-C-All-All,0.013259537
9255,4001,Dev_Roof-All-All-1,0.911540873
9255,6410,Dev_Pervious-C-Low-All,0.088459127
9256,4001,Dev_Roof-All-All-1,0.225517221
9256,6310,Dev_Pervious-B-Low-All,0.774482779
9257,11411,Forest-C-Low-1,1
9258,7300,Dev_Septics-B-All-All,0.00120046
9258,10311,Open_Space-B-Low-1,0.99879954
9259,9422,Pasture-C-High-2,1
9260,4001,Dev_Roof-All-All-1,0.126380478
9260,4002,Dev_Roof-All-All-2,0.252760956
9260,4003,Dev_Roof-All-All-3,0.442331673
9260,6410,Dev_Pervious-C-Low-All,0.178526893
9261,10411,Open_Space-C-Low-1,1
9262,3000,Dev_Residential-All-All-All,0.18633069
9262,6410,Dev_Pervious-C-Low-All,0.81366931
9263,14000,Water-All-All-All,1
9264,3000,Dev_Residential-All-All-All,0.193442242
9264,6410,Dev_Pervious-C-Low-All,0.806557758
9265,9422,Pasture-C-High-2,1
9266,11311,Forest-B-Low-1,1
9267,5001,Dev_Road-All-All-1,0.816834761
9267,6410,Dev_Pervious-C-Low-All,0.183165239
9268,4001,Dev_Roof-All-All-1,0.18633069
9268,6410,Dev_Pervious-C-Low-All,0.81366931
9269,4002,Dev_Roof-All-All-2,0.016917759
9269,4003,Dev_Roof-All-All-3,0.321437415
9269,6410,Dev_Pervious-C-Low-All,0.661644826
9270,12421,Road_Rural-C-High-1,1
9271,3000,Dev_Residential-All-All-All,0.242427615
9271,6410,Dev_Pervious-C-Low-All,0.757572385
9272,4001,Dev_Roof-All-All-1,0.472188351
9272,6410,Dev_Pervious-C-Low-All,0.527811649
9273,11311,Forest-B-Low-1,1
9274,6410,Dev_Pervious-C-Low-All,1
9275,5001,Dev_Road-All-All-1,0.838832675
9275,6410,Dev_Pervious-C-Low-All,0.161167325
9276,14000,Water-All-All-All,1
9277,7400,Dev_Septics-C-All-All,0.013573826
9277,9411,Pasture-C-Low-1,0.986426174
9278,5004,Dev_Road-All-All-4,0.831071464
9278,6410,Dev_Pervious-C-Low-All,0.168928536
9279,6410,Dev_Pervious-C-Low-All,1
9280,7400,Dev_Septics-C-All-All,0.013573826
9280,9421,Pasture-C-High-1,0.986426174
9281,7400,Dev_Septics-C-All-All,0.000335386
9281,9421,Pasture-C-High-1,0.648869217
9281,11422,Forest-C-High-2,0.350795397
9282,3000,Dev_Residential-All-All-All,0.099057806
